Артикул;Производитель;Цена, EUR;Наличие
57407/32008J;Koyo;8,17;>3
HI-CAP57407/32008J;Koyo;8,17;>3
DAC4168WHR4CS23;Koyo;18,6;>3
DACF1192;Koyo;59,9;>3
DACF1192-3R;Koyo;59,9;>3
2DACF028G-6R;Koyo;28,34;>3
3DACF042F-4AR;Koyo;73,17;>3
3DACF027F-11FS;Koyo;75,96;>3
3DACF038D-15BR;Koyo;98,38;>3
3DACF038D-15BR-AM;Koyo;98,38;>3
3DACF044D-9GR;Koyo;81,14;>3
6305DDUC3;Nsk;4,46;>3
6305DDUC3E;NSK;4,46;>3
6305DDUC3E            NS7S5;Nsk;4,46;>3
/HO/45BWD15BCA98-01;Nsk;15,97;>3
45BWD15BCA98-01;Nsk;15,97;>3
ZA-/HO/45BWD15BCA98-01;Nsk;15,97;>3
ZA-45BWD15BCA98-01;Nsk;15,97;>3
ZA-45BWD15BCA98-01 E;NSK;15,97;>3
ZA-45BWD15BCA98-01 E  S6NS5;Nsk;15,97;>3
/HO/49BWD01BCA116**;Nsk;49,37;>3
49BWD01BCA116;NSK;49,37;>3
49BWD01BCA116**;Nsk;49,37;>3
49BWD01BCA116**    F  RMPS5;Nsk;49,37;>3
ZA-/HO/49BWD01BCA116**;Nsk;49,37;>3
ZA-49BWD01BCA116**;Nsk;49,37;>3
AB-EU005;Mobiletron;12,03;2
AB-EU140;Mobiletron;11,52;2
CE-192;Mobiletron;20,05;>3
VR-V014;Mobiletron;20,17;2
986047650;Bosch;267,06;1
986081890;Bosch;192,02;1
0001107450 RG;Remanufactured;50,02;1
CS1437;HC-Parts;50,02;1
0001139019 RG;Remanufactured;57,5;3
986024040;BOSCH;57,5;3
b140497;Cargo;0,22;>3
CN-01;Mobiletron;17,66;>3
242235533;Bosch;1,44;>3
242240649;Bosch;5,22;3
OS-B405;Mobiletron;15,55;3
CS-E015;Mobiletron;13,34;>3
OS-G204;Mobiletron;17,87;2
CE-108;Mobiletron;51,56;1
CE-138;Mobiletron;32,83;2
CE-141;Mobiletron;26,62;>3
CE-63;Mobiletron;28,61;2
CE-66;Mobiletron;43,07;2
CF-60;Mobiletron;16,4;>3
6033AD5359;Bosch;54,87;>3
F00M147630;Bosch;56,22;1
F00M346097;Bosch;26,68;2
F00M346066;Bosch;26,15;>3
CK-20;Mobiletron;27,55;2
CM-01;Mobiletron;30,39;2
CN-20;Mobiletron;30,98;>3
CT-06;Mobiletron;17,52;>3
CN-15;Mobiletron;28,09;3
880142;Era;21,92;3
880125;Era;70,14;1
880064;Era;21,18;>3
880115;Era;16,39;2
VR-H2009-95;Mobiletron;9,19;>3
880058;Era;39,63;1
880068;Era;24,52;>3
880271;Era;49,15;2
10471056RG;Remanufactured;32,2;1
101520RG;Remanufactured;16,68;1
ARE2006;AS;14,43;1
ARE2006;AS-PL;14,43;1
CA539;EUROKLIMA;49,62;>3
CJ-19;Mobiletron;34,4;>3
G20-2011;Santech;1,66;>3
CS-U033;Mobiletron;21,29;1
AB-EU146;Mobiletron;12,98;1
EV-EU024;Mobiletron;81,06;1
330814;Era;23,86;1
MS254;Mahle Original;168,29;1
MS616;Mahle Original;168,29;1
KR0321M;Krauf;56,09;3
KR1162F;Krauf;1,27;>3
KR1189F;Krauf;2,21;>3
216163;Messmer;18,21;2
330506;Era;15,22;1
550859A;Era;15,01;1
560297A;Era;17,51;1
560407A;Era;19,71;2
660156;Era;37,23;1
664019;Era;27,96;1
664062;Era;278,1;1
664073;Era;52,93;1
880438;Era;29,25;>3
220184A;ERA;52,34;>3
220184A;Messmer;52,34;>3
220388A;ERA;80,37;1
220388A;Messmer;80,37;1
880222;Era;44,13;>3
AB-EU082;Mobiletron;17,06;2
MA-B104S;Mobiletron;33,75;1
CA681;EUROKLIMA;56,54;>3
AB-EU153;Mobiletron;15,84;1
KS-EU002;Mobiletron;9,11;2
330811;Era;20,56;3
IA1512;Iskra;267,2;2
IA1076;Iskra;166,55;>3
240830;Cargo;343,61;>3
241284;Cargo;343,61;>3
216152;Messmer;41,63;>3
216173;Messmer;19,02;1
550899;Era;36,47;1
560337A;Era;21,36;1
664010;Era;30,25;1
664015;Era;50,4;1
664024;Era;59,5;1
664028;Era;42,16;1
664066;Era;90,17;1
1.01.1504.0;Zen;10,34;3
1504;Zen;10,34;3
225641;ERA;10,34;3
ZN1504;ERA;10,34;3
ZN1504;Zen;10,34;3
0.1943.1;Ika;1,44;3
4.4651.1;Ika;0,88;1
STV0207;Krauf;52,9;1
ALV7415;Krauf;183,08;>3
PU276433RR1D;Koyo;14,31;>3
3DACF026F-17BS;Koyo;80,41;>3
3DACF026F-17BS-AM;Koyo;80,41;>3
83A831SC5;Koyo;15,04;>3
3DACF026F-16S;Koyo;69,88;>3
3DACF026F-16S-AM;Koyo;69,88;>3
PU255728CRR1HV1;Koyo;9,5;>3
PU285739RR1DV;Koyo;14,56;>3
DAC4380ACS69;Koyo;25,18;>3
RCT283SA;Koyo;12,86;>3
DG357222DWC4;Koyo;11,11;>3
PU176012RDXW;Koyo;9,1;>3
PU105719RR1DW;Koyo;6,92;>3
PU306630ARR9D;Koyo;11,06;>3
DAC3869W-3CS84;Koyo;25,49;>3
HI-CAPLM48548/10;Koyo;6,72;>3
LM48548/10;Koyo;6,72;>3
DACF1092A;Koyo;42,49;>3
57307/30208J;Koyo;9,07;>3
HI-CAP57307/30208J;Koyo;9,07;>3
33110JRYA2;Koyo;20,93;>3
2DACF045N-8B;Koyo;56,94;>3
3DACF027F-12FS;Koyo;87,55;2
6204DDUC3E         D  NS7S6;Nsk;1,85;>3
/HO/35BWD16-JB-01;NSK;14,56;>3
35BWD16-JB-01;NSK;14,56;>3
ZA-/HO/35BWD16-JB-01;NSK;14,56;>3
ZA-35BWD16-JB-01;NSK;14,56;>3
30BD6227T12DDUCG21;Nsk;13,08;>3
EP30BD6227T12DDUKC01;Nsk;13,08;>3
EP30BD6227T12DDUKC01  MA6L5;Nsk;13,08;>3
RB-185HV;Mobiletron;11,44;2
VR-H2005-197;Mobiletron;19,21;3
986081880;Bosch;160,22;2
0124525093 RG;Remanufactured;61,55;1
986080600;BOSCH;61,55;1
ALB1985RB;MOTORHERZ;61,55;1
880099;Era;51,75;1
880155;Era;94,53;2
AB-EU143;Mobiletron;9,14;2
CE-177;Mobiletron;21,35;3
CE-194;Mobiletron;46,43;2
CK-47;Mobiletron;15,68;>3
CS-E102;Mobiletron;6,14;2
EV-EU022;Mobiletron;52,66;3
OS-B312P;Mobiletron;25,73;3
SD9022;AS;21,91;1
2339305325;Bosch;19,64;>3
880043;Era;34,85;1
880124;Era;45,38;2
880163;Era;24,9;2
880203;Era;31,51;3
880253;Era;36,55;2
880269;Era;18,9;>3
880291;Era;30,44;>3
880327;Era;20,8;>3
880361;Era;22,62;>3
880386;Era;30,88;>3
880403;Era;71,84;2
880418;Era;30,34;>3
17185N;Wps;75,54;3
260784;Cargo;13,87;>3
1136007;Bosch;81,85;>3
1138029;Bosch;112,24;1
1142005;Bosch;118,48;2
438227;Valeo;166,3;3
260513;Cargo;10,89;2
260516;Cargo;16,84;>3
260538;Cargo;0,5;>3
260558;Cargo;16,78;>3
1391;Zm;12,71;3
ZM1391;ERA;12,71;3
ZM1391;Zm;12,71;3
260117;Cargo;12,33;2
260144;Cargo;16,3;2
260155;Cargo;21,06;3
260167;Cargo;22,72;2
260172;Cargo;15,35;>3
260176;Cargo;8,43;2
260229;Cargo;0,54;>3
260256;Cargo;15,2;2
260267;Cargo;22,46;1
260281;Cargo;20,8;3
260286;Cargo;10,88;1
260288;Cargo;14,72;>3
260294;Cargo;28,1;1
260301;Cargo;14,34;>3
260311;Cargo;34,61;1
260318;Cargo;15,41;2
260322;Cargo;12,63;>3
260335;Cargo;23,72;2
245010;Valeo;19,61;2
252184;Cargo;2,1;>3
CK-44;Mobiletron;21,71;>3
MA-B069;Mobiletron;40,44;1
TP-U015;Mobiletron;15,45;1
VR-B033;Mobiletron;17,31;3
EK2187;EUROKLIMA;4,16;>3
AB-EU024;Mobiletron;8,71;1
DAC3872W-8CS81;Koyo;16,41;>3
DAC4584W-1CS81;Koyo;24,2;>3
CBU553524B;Koyo;11,35;>3
PU276033RR1D;Koyo;8,6;>3
PU106018JRR1DW;Koyo;8,43;>3
PU276033CRR1D;Koyo;10,92;>3
PU406222RR9DY1;Koyo;17,98;>3
LAT1008B;Koyo;15,75;>3
DACF1041H;Koyo;34;3
DAC4074CWCS73;Koyo;24,83;>3
32209JR;Koyo;11,89;>3
HI-CAP32209JR;Koyo;11,89;>3
DACF1172R-3B;Koyo;42,64;>3
DAC4072W-10CS74;Koyo;20,41;>3
DAC4586W-2CS69;Koyo;30,03;>3
HCDU5496-6LFT;Koyo;36,11;>3
3DACF032F-1DS;Koyo;111,56;>3
AB-EU087;Mobiletron;13,9;2
AB-KR001;Mobiletron;12,49;1
CE-193;Mobiletron;18,85;>3
CJ-22;Mobiletron;21,78;>3
CN-32;Mobiletron;22,91;>3
EV-KR002;Mobiletron;47,48;2
IA-M006;Mobiletron;13,28;2
MA-T008S;Mobiletron;36,67;1
VR-H2005-87;Mobiletron;11,5;1
ARE4013;AS;15,28;1
HI-CAPJL69349/10;Koyo;7,98;>3
JL69349/10;Koyo;7,98;>3
0001107508 RG;Remanufactured;50,02;1
986024010;BOSCH;50,02;1
1108402;Remanufactured;50,6;1
0001108405 RG;Remanufactured;50,6;1
CS1339;HC-Parts;50,6;1
STB1339RB;MOTORHERZ;50,6;1
0001115082 RG;Remanufactured;57,5;2
986024030;BOSCH;57,5;2
STB4582RB;MOTORHERZ;57,5;2
428000-7224 RG;Remanufactured;57,5;1
STN7720RB;MOTORHERZ;57,5;1
986025230;BOSCH;57,5;1
428000-0670;Remanufactured;57,5;1
428000-7932 RG;Remanufactured;57,5;1
880112;Era;28,99;2
880180;Era;26,54;2
880260;Era;16,08;>3
880261;Era;112,17;1
880318;Era;31,82;1
880326;Era;22,63;>3
190012;Cargo;1,38;>3
SHB0688;Krauf;2,54;>3
114389;Cargo;106,19;1
1138005;Bosch;137,19;1
1138009;Bosch;118,48;1
1139023;Bosch;266,74;1
1139025;Bosch;134,84;2
699376;Valeo;326,19;1
0.1921.1;Ika;14,21;>3
1109365;Bosch;95,82;3
260523;Cargo;12,93;3
260525;Cargo;10,23;>3
260542;Cargo;10,89;>3
CA536;EUROKLIMA;46,52;>3
124625043;Bosch;280;1
12417823700RG;Remanufactured;149,5;1
CS1467;HC-Parts;149,5;1
STB1467RB;MOTORHERZ;149,5;1
550082A;Era;17,12;2
550342A;Era;15,73;1
550673A;Era;15,73;1
550785A;Era;13,76;2
555034A;Era;66,56;1
556127A;Era;165,44;3
58-0073;Maxgear;165,44;3
89031;Meat&Doria;165,44;3
V10-81-0011;Vemo;165,44;3
560166A;Era;20,21;1
880016A;Era;87,86;1
333040;Cargo;16,53;>3
6033AD5256;Bosch;33,54;3
MS249;Mahle;182,92;3
MS249;Mahle Original;182,92;3
MS731;Mahle;182,92;3
MS731;Mahle Original;182,92;3
220384;ERA;162,39;>3
220384;Messmer;162,39;>3
b140202;Cargo;0,75;>3
b140658;Cargo;0,86;>3
242229712;Bosch;1,73;>3
242222501;Bosch;2,03;>3
242055501;Bosch;1,31;>3
250202137;Bosch;13,71;3
OS-B416;Mobiletron;31,28;1
OS-G423;Mobiletron;19,98;1
550064;Era;12,4;1
CE-105;Mobiletron;59,44;2
CE-113;Mobiletron;48,92;1
CE-131;Mobiletron;65,23;3
CE-27;Mobiletron;38,7;1
CE-50;Mobiletron;19,06;>3
CF-06;Mobiletron;16,8;2
1109061;Bosch;105,01;2
1006210147;Bosch;30,18;1
6033AD4194;Bosch;21,2;3
F00MA45222;Bosch;18,23;3
F00M346141;Bosch;59,02;2
CJ-05;Mobiletron;22,14;2
CK-12;Mobiletron;24,66;2
CN-17;Mobiletron;25,99;>3
CN-19;Mobiletron;24,83;>3
CN-30;Mobiletron;23,58;>3
CT-37;Mobiletron;26,52;>3
CT-05;Mobiletron;17,02;>3
880075;Era;41,59;2
880036;Era;35,29;>3
880005;Era;79,4;2
221503014;Bosch;73,99;1
221503485;Bosch;28,91;2
880162;Era;22,05;>3
880298;Era;32,57;>3
880322;Era;76,58;3
880243;Era;44,11;>3
880242;Era;41,96;>3
440274;Valeo;568,86;1
6993;Zm;17,48;>3
ZM6993;ERA;17,48;>3
ZM6993;Zm;17,48;>3
1138057;Bosch;224,06;2
1138061;Bosch;132,91;1
1139073;Bosch;259,12;2
1139075;Bosch;411,54;2
1148003;Bosch;449,64;1
1179514;Bosch;221,01;2
260524;Cargo;8,4;3
260526;Cargo;8,03;3
260543;Cargo;12,61;>3
260545;Cargo;12,64;>3
260564;Cargo;10,23;2
260698;Cargo;14,42;>3
260102;Cargo;21,02;3
260143;Cargo;18,2;2
260156;Cargo;14,37;2
260160;Cargo;11,4;>3
260163;Cargo;28,1;1
260180;Cargo;18,13;2
260183;Cargo;15,11;2
260262;Cargo;28,64;3
260263;Cargo;7,2;>3
260274;Cargo;21,51;1
260276;Cargo;18,96;3
260292;Cargo;17,62;>3
260293;Cargo;12,89;>3
260297;Cargo;22,46;2
260300;Cargo;17,21;1
260314;Cargo;17,83;1
260315;Cargo;12,75;1
245142;Valeo;27,14;>3
245137;Valeo;66,45;2
250528;Cargo;0,36;>3
124525147;Bosch;259,12;3
AB-EU117;Mobiletron;8,9;2
VR-B020;Mobiletron;23,67;>3
CE-187;Mobiletron;18,84;>3
MA-B187;Mobiletron;63,05;2
MA-T005S;Mobiletron;41,73;1
EK310;EUROKLIMA;30,5;>3
KR0108P;Krauf;36,39;2
KR0019P;Krauf;21,13;1
KR7777P;Krauf;12,95;>3
KR0050P;Krauf;34,53;2
KR0061P;Krauf;24,73;3
KR0079P;Krauf;34,47;3
KR0094P;Krauf;17,96;3
KR0099P;Krauf;21,86;>3
KR0126P;Krauf;21,92;3
KR0124P;Krauf;22,64;>3
KR0742M;Krauf;77,53;>3
KR0749M;Krauf;40,88;>3
KR0272P;Krauf;32,68;3
KR6970M;Krauf;61,73;2
KR0018M;Krauf;53,36;>3
KR0780M;Krauf;43,84;3
880283;Era;42;3
880321;Era;50,05;>3
880334;Era;48,1;2
880337;Era;145,49;1
880345;Era;20,22;>3
880359;Era;29,85;3
880364;Era;29,62;2
880366;Era;32,83;>3
880401;Era;35,92;>3
333037;Cargo;4,49;>3
12381N;Wps;181,14;>3
6174;Mario Ghibaudi;17,44;>3
1145001;Bosch;286,55;1
1006210206;Bosch;19,08;>3
260783;Cargo;14,32;>3
1138015;Bosch;124,37;2
1138067;Bosch;228,63;2
1139005;Bosch;259,12;1
1139408;Bosch;259,12;2
1153009;Bosch;256,07;1
0.1800.1;Ika;4,32;2
260519;Cargo;16,56;>3
260521;Cargo;11,18;>3
260531;Cargo;30,97;3
260548;Cargo;10,39;2
260550;Cargo;15,8;>3
260554;Cargo;7,02;3
260560;Cargo;11,4;2
880413;Era;22,06;>3
260105;Cargo;36,59;3
260131;Cargo;25,67;2
260150;Cargo;9,4;>3
260153;Cargo;20,8;1
260158;Cargo;19,88;1
260169;Cargo;17,21;>3
260174;Cargo;10,72;2
260178;Cargo;5,03;>3
260250;Cargo;13,3;2
260258;Cargo;5,19;>3
260260;Cargo;23,27;2
260269;Cargo;40,48;>3
260272;Cargo;20,98;2
260137;Cargo;16,81;>3
260283;Cargo;16,81;>3
260290;Cargo;24,16;3
260307;Cargo;25,03;1
260317;Cargo;21,56;3
260329;Cargo;18,02;2
260332;Cargo;27,39;1
235869;Cargo;17,75;2
221604115;Bosch;23,33;>3
221502007;Bosch;24,13;1
245141;Valeo;23,58;>3
250532;Cargo;1,92;>3
250545;Cargo;1,09;>3
0.1001.2;Ika;1,99;>3
428000-7222 RG;Remanufactured;57,5;1
5708N;Wps;63,14;1
880119;Era;80,66;2
880187;Era;23,57;1
880282;Era;35,29;2
880320;Era;24,7;>3
880340;Era;59,59;>3
880362;Era;62,61;1
880400;Era;31,27;>3
770080W;Krauf;31,97;>3
KR0026P;Krauf;31,97;>3
6203DDUC3E;Nsk;1,57;>3
6203DDUC3E         D  NS7S5;Nsk;1,57;>3
260837;Cargo;18,96;2
1137003;Bosch;213,45;1
1137005;Bosch;228,63;2
1147406;Bosch;132;>3
M551;Transpo;14,38;>3
DCP02006;Denso;317,75;1
260511;Cargo;10,67;>3
260528;Cargo;7,01;1
260540;Cargo;11,33;>3
260551;Cargo;11,39;3
260553;Cargo;15,46;2
260124;Cargo;24,83;2
260125;Cargo;17,84;3
260135;Cargo;17,19;3
260170;Cargo;12,53;>3
260173;Cargo;24,62;1
260253;Cargo;15,05;1
260257;Cargo;8,39;3
260270;Cargo;16,48;2
260284;Cargo;20,8;1
260287;Cargo;21,43;>3
260295;Cargo;9,77;1
260312;Cargo;28,88;2
260313;Cargo;68,04;2
815025;Cargo;183,35;1
221504036;Bosch;21,21;2
250550;Cargo;1,39;>3
OS-B4181P;Mobiletron;38,85;2
OS-B4185P;Mobiletron;26,51;1
EK1310;EUROKLIMA;35,31;>3
KR0020P;Krauf;16,6;1
KR0022P;Krauf;18,63;>3
KR0040M;Krauf;25,71;1
KR0051P;Krauf;16,39;>3
KR6666P;Krauf;11,57;>3
KR0060P;Krauf;30,66;1
KR0064P;Krauf;15,65;>3
KR0070P;Krauf;28,81;3
KR0081P;Krauf;13,3;1
KR0788M;Krauf;39,26;2
KR0106M;Krauf;55,43;2
KR0114M;Krauf;51,93;3
KR0706M;Krauf;44,64;3
KR0738M;Krauf;65,77;1
615;Zen;13,4;1
1.01.0615.0;Zen;13,4;1
225251;ERA;13,4;1
ZN0615;ERA;13,4;1
ZN0615;Zen;13,4;1
1.01.1092.0;Zen;19,05;2
1092;Zen;19,05;2
225519;ERA;19,05;2
ZN1092;ERA;19,05;2
ZN1092;Zen;19,05;2
1701;Zen;17,7;2
225732;ERA;17,7;2
ZN1701;ERA;17,7;2
ZN1701;Zen;17,7;2
5604;Zen;17,67;1
ZN5604;ERA;17,67;1
ZN5604;Zen;17,67;1
5623;Zen;17,67;3
ZN5623;ERA;17,67;3
ZN5623;Zen;17,67;3
219200;ERA;21,19;1
5631;Zen;21,19;1
ZN5631;ERA;21,19;1
ZN5631;Zen;21,19;1
IA-CV007;Mobiletron;18,21;>3
7.7224.1;Ika;8,64;2
7.7822.1;Ika;10,02;1
7.7821.1;Ika;9,99;>3
8.8153.7;Ika;3,31;3
8.8224.7;Ika;3,34;>3
ALN6032;Krauf;94,82;2
JA864IR;Hc-parts;94,82;2
ALH3522;Krauf;282,32;>3
ALM5883;Krauf;88,4;1
SBH1010;AS;8,38;1
SBH1010;AS-PL;8,38;1
1.01.1003.0;Zen;13,06;3
1002;Zen;13,06;3
1003;Zen;13,06;3
225468;ERA;13,06;3
ZN1003;ERA;13,06;3
ZN1003;Zen;13,06;3
SFD2874;Krauf;35,39;>3
46T080805CS70;Koyo;21,68;>3
HC46T080805CS70;Koyo;21,68;>3
3DACF026F-23S;Koyo;58,56;3
3DACF026F-23S-AM;Koyo;58,56;3
2DACF049N-1BR;Koyo;75,44;3
46T090804ALFT;Koyo;19,71;>3
HC46T090804ALFT;Koyo;19,71;>3
PU306030FRR9H;Koyo;9,96;>3
RCT282SA;Koyo;10,42;>3
DAC4584DWCS76;Koyo;18,13;>3
46T080704X;Koyo;15,66;>3
HI-CAP46T080704X;Koyo;15,66;>3
DAC4074W-3CS80;Koyo;23,37;>3
DAC4379W-1CS57;Koyo;16,6;>3
CBU543625J;Koyo;16,55;>3
PU106018FRR1D;Koyo;9,37;>3
PU276033BRR1D;Koyo;7,58;>3
DAC4275W-4CS79;Koyo;18,28;>3
DAC4584W-16CS71;Koyo;24,96;>3
HI-CAPLM67048/10;Koyo;5,24;>3
LM67048/10;Koyo;5,24;>3
30205JR;Koyo;6,56;>3
HI-CAP30205JR;Koyo;6,56;>3
6308W2RSHR4C5;Koyo;9,47;2
DAC4075W-2CS73;Koyo;21,03;>3
2DACF044N-4;Koyo;50,43;>3
3DACF026F-22BS;Koyo;83,19;1
AB-EU063;Mobiletron;12,65;2
CE-97;Mobiletron;17,02;>3
CK-50;Mobiletron;49,65;2
EV-EU020;Mobiletron;72,71;1
IA-M005;Mobiletron;13,96;2
VR-H2009-141;Mobiletron;23,97;2
986021980;Bosch;163,49;1
46T080604-1LFTCZ;Koyo;30,54;>3
HC46T080604-1LFTCZ;Koyo;30,54;>3
OS-N307P;Mobiletron;20,27;2
880164;Era;24,89;2
880236;Era;52,94;2
880248;Era;47,99;3
880250;Era;42,85;2
880304;Era;64,52;3
880309;Era;66,11;2
880329;Era;29,73;3
880409;Era;38,54;3
114400;Cargo;139,63;2
113947;Cargo;176,2;3
TB-ND163;Mobiletron;8,8;3
113949;Cargo;150,16;>3
1138039;Bosch;426,78;1
1139049;Bosch;244,68;1
DCP32045;Denso;200;>3
1148009;Bosch;218,37;1
1148015;Bosch;419,16;1
260520;Cargo;16,49;>3
260522;Cargo;11,15;>3
260530;Cargo;11,4;3
260549;Cargo;7,01;1
260559;Cargo;16,24;1
260561;Cargo;11,34;>3
IM472HD;Transpo;16,66;>3
260104;Cargo;32,95;>3
260139;Cargo;20,78;>3
260146;Cargo;20,35;>3
260162;Cargo;50,71;2
260165;Cargo;17,61;1
260182;Cargo;15,22;3
260265;Cargo;15,33;1
260278;Cargo;22,27;1
260279;Cargo;19,64;1
260298;Cargo;18,22;1
260320;Cargo;11,18;3
260321;Cargo;18,94;1
260325;Cargo;20,56;2
260326;Cargo;12,06;3
F000ZS0103;Bosch;13,7;1
221503468;Bosch;94,5;1
245164;Valeo;28,75;>3
250530;Cargo;0,83;>3
AB-EU062;Mobiletron;14,07;2
CE-186;Mobiletron;22,68;>3
OS-B4180P;Mobiletron;27,82;>3
OS-B4186P;Mobiletron;24,88;2
VR-B092;Mobiletron;19,25;2
6305DDUC3E;Nsk;4,34;>3
6305DDUC3E         D  EEMS5;Nsk;4,34;>3
KR0007P;Krauf;15,57;1
SBR5001;AS;9,23;1
KR2626P;Krauf;17,92;1
KR4949P;Krauf;24,33;>3
KR6969M;Krauf;51,81;2
KR0090P;Krauf;15,97;>3
KR0121P;Krauf;13,86;>3
KR0151P;Krauf;16,74;2
KR0453M;Krauf;28,08;>3
KR0721M;Krauf;63,06;3
AB-EU104;Mobiletron;5,32;1
CE-182;Mobiletron;16,86;>3
KR0011P;Krauf;9,9;3
KR0036P;Krauf;25,85;>3
KR4511M;Krauf;37,26;>3
KR0098P;Krauf;33,18;2
KR0123M;Krauf;21,27;3
KR0754M;Krauf;50,07;3
KR0781M;Krauf;54,4;2
KR0818M;Krauf;35,46;1
KR0841M;Krauf;50,95;1
KR8484M;Krauf;44,29;2
KR0881M;Krauf;52,04;2
KR0307P;Krauf;18,06;1
KR0397M;Krauf;67,52;>3
KR0225M;Krauf;42,86;>3
KR0454M;Krauf;44,35;1
KR0267M;Krauf;32,29;1
KR0289P;Krauf;15,35;2
KR0316M;Krauf;52,13;2
KR0317M;Krauf;55,43;2
KR0372M;Krauf;52,04;1
KR0440M;Krauf;40,92;>3
KR1014F;Krauf;1,98;>3
KR1021F;Krauf;2,07;>3
KR1024F;Krauf;1,2;>3
KR1029F;Krauf;1,33;>3
KR1041F;Krauf;1,29;>3
KR1053F;Krauf;1,38;>3
770B360;Krauf;1,31;>3
KR1062F;Krauf;1,31;>3
KR1065F;Krauf;1,54;>3
770B386;Krauf;1,22;3
KR1088F;Krauf;1,22;3
KR1090F;Krauf;1,38;>3
KR1101F;Krauf;1,89;>3
KR1102F;Krauf;1,82;>3
KR1143F;Krauf;0,94;3
KR1079F;Krauf;1,59;>3
KR1148F;Krauf;1,5;>3
KR1149F;Krauf;1,84;>3
KR0416M;Krauf;64,58;1
KR0466M;Krauf;31,44;2
KR1010M;Krauf;20,66;2
KR0324P;Krauf;19,34;1
KR0465P;Krauf;24,13;>3
KR2040P;Krauf;19,63;3
CC047;EUROKLIMA;13,54;>3
599294;VALEO;48,77;>3
233688;Cargo;62,22;1
134630;Cargo;38,1;2
139510;Cargo;18,98;1
135521;Cargo;19,27;2
111685;Cargo;60,3;2
111724;Cargo;116,5;2
113387;Cargo;89,71;1
111996;Cargo;113,73;1
260544;Cargo;14,08;>3
260565;Cargo;10,23;>3
260127;Cargo;12,67;>3
260128;Cargo;19,28;>3
260148;Cargo;18,86;>3
260149;Cargo;22,46;1
260168;Cargo;12,63;>3
260171;Cargo;8,74;2
260251;Cargo;8,1;>3
260252;Cargo;17,32;2
260255;Cargo;26,85;2
260268;Cargo;15,21;>3
260271;Cargo;20,71;2
260282;Cargo;12,83;2
260285;Cargo;12,59;1
260305;Cargo;14,6;>3
260306;Cargo;11,88;3
260327;Cargo;34,07;2
260328;Cargo;18,32;2
815024;Cargo;101,46;1
986221045;Bosch;25,81;1
221504019;Bosch;38,87;>3
221504035;Bosch;38,89;1
245092;Valeo;37,69;1
245108;Valeo;93,27;1
250531;Cargo;1,04;>3
AB-EU074;Mobiletron;8,18;>3
MA-H002S;Mobiletron;47,18;2
OS-B4184P;Mobiletron;23,53;1
TX-S142;Mobiletron;21,86;>3
CC526;EUROKLIMA;21,32;>3
KR0006P;Krauf;24,44;3
KR0104P;Krauf;38,33;2
KR0045P;Krauf;16,29;3
KR0048P;Krauf;13,63;>3
KR0055P;Krauf;18,4;1
KR9393P;Krauf;8,35;>3
KR0117M;Krauf;24,56;3
KR0146P;Krauf;18,97;>3
KR0654M;Krauf;42,68;3
KR0741M;Krauf;54;2
KR0748M;Krauf;33,19;>3
KR0025M;Krauf;58,77;1
KR0827M;Krauf;57,2;3
KR0829M;Krauf;41,42;2
KR0864M;Krauf;34,34;2
KR0880M;Krauf;42,9;1
KR0902M;Krauf;73,22;1
KR3520M;Krauf;38,46;>3
KR0394M;Krauf;37,08;2
KR0865M;Krauf;36,67;>3
KR7421M;Krauf;43,81;1
KR0395M;Krauf;40,44;3
KR0409M;Krauf;55,91;1
KR0231P;Krauf;11,33;1
IN343;Transpo;13,51;2
OS-T458P;Mobiletron;32,11;1
AB-EU035;Mobiletron;17,11;1
MA-B087;Mobiletron;51,79;2
MA-NS011;Mobiletron;78,43;1
AB-EU127A;Mobiletron;10,98;2
AB-EU152;Mobiletron;13,54;1
AB-EU157;Mobiletron;14,12;3
KS-EU005;Mobiletron;7,26;3
EV-EU023;Mobiletron;45,22;1
IS0729;Iskra;213,02;1
IS0730;Iskra;230,78;1
SGN8020;Krauf;19,98;>3
KR5110P;Krauf;15,22;2
KR1145M;Krauf;64,37;1
664011;Era;27,9;1
664031;Era;47,11;1
664048;Era;66,9;1
210913A;ERA;151,81;1
210913A;Messmer;151,81;1
1.01.0620.2;Zen;8,13;2
1224;Zen;8,13;2
225584;ERA;8,13;2
ZN1224;ERA;8,13;2
ZN1224;Zen;8,13;2
2397;Zm;27,82;1
ZM2397;ERA;27,82;1
ZM2397;Zm;27,82;1
995;Zm;19,85;1
ZM995;ERA;19,85;1
ZM995;Zm;19,85;1
449291;Zm;3,64;>3
ZM449291;ERA;3,64;>3
ZM449291;Zm;3,64;>3
1.3695.0;Ika;10,07;>3
4.2205.1;Ika;2,06;>3
7.7835.1;Ika;8,5;>3
ALI3243;Krauf;128,88;>3
ALN5985;Krauf;146,6;>3
2004336212;Bosch;6,7;>3
210950A;ERA;144,68;1
210950A;Messmer;144,68;1
DAC3562AW-1CS35;Koyo;14,78;>3
3DACF027F-9BS;Koyo;94,36;2
DAC3267W-2CS35;Koyo;13,59;1
PU355816DRR9D;Koyo;9,55;>3
DAC3568W-6CS81;Koyo;15,12;>3
DAC4382W-3CS79;Koyo;21,37;>3
RCT40SA;Koyo;15,61;>3
RCTS351SA4;Koyo;15,37;>3
PU255035DRR1HY1;Koyo;25,78;>3
