Кат. номер;Бренд;Цена.;склад;магаз;Модель
28210-3X010;MOBIS;580.00;1;;ELANTRA (11~)
VKD33608;VALEO;2050.00;2;;
64101-A4000;MOBIS;4022.00;1;;CARENS (13~)
64101-2T500;MOBIS;7294.00;7;;OPTIMA (14~)
41412-4Z000;MOBIS;471.00;1;6;CNV/CLR/SPG/BST/SRT 2.4i
83220-17001;MOBIS;334.00;1;;MATRIX
49507-2EH00;MOBIS;3498.00;1;;TUCS 2.0TD
41421-38000;MOBIS;1477.00;1;1;CNV  2.9TD(06~)
0K2BA-53-100B;MOBIS;1963.00;1;;
83220-2B000;MOBIS;178.00;2;;STF NEW
0K9B0-53-100;MOBIS;1599.00;1;;
86832-2L000;MOBIS;243.00;1;;I30
83220-2H000;MOBIS;301.00;2;;ELANTRA (07~)
86832-0X000;MOBIS;135.00;1;;i 10
83220-2L000;MOBIS;592.00;1;;I30 5DR
49591-3X1B5;MOBIS;4534.00;3;;ELANTRA (11~) 1.6/1.8i
86832-10000;MOBIS;139.00;4;;MATRIX (09~)
56500-2L200;MOBIS;5493.00;1;;I30 1.4/1.6/2.0i
83220-3L000;MOBIS;520.00;1;;GRANDEUR
56500-0X500;MOBIS;5599.00;1;;i 10
49591-3X0B5;MOBIS;4486.00;2;;ELANTRA (11~) 1.6i
86860-3J010;MOBIS;188.00;2;;VERACRUZ
83220-2S000;MOBIS;414.00;1;;IX35
56500-1C110;MOBIS;3486.00;1;;GETZ (07~)
49591-3X2B5;MOBIS;4516.00;1;;ELANTRA (11~) 1.8i
54630-2H110;MOBIS;1168.00;5;;ELNT (07~) 1.6i
64101-2F000;MOBIS;3177.00;1;;
VKD30922;VALEO;926.00;2;1;MATRIX 1.8
86832-2S000;MOBIS;160.00;5;;IX35
83220-3S000;MOBIS;509.00;1;;SONATA YF
83220-3J000;MOBIS;572.00;1;;VERACRUZ/IX55 (09~)
86832-3S000;MOBIS;115.00;10;;SONATA YF
56500-2L201;MOBIS;6229.00;1;;I30/CEED
86180-A7010;MOBIS;2146.00;1;;K3
54570-3E100;MOBIS;546.00;10;4;SRT (06~)
83220-1R000;MOBIS;274.00;1;;SOLARIS
54630-0X100;MOBIS;669.00;1;;i 10
56500-1J100;MOBIS;6895.00;2;;i20NEW (12~)
25231-1R390;MOBIS;239.00;1;;SOLARIS/i20NEW (12~)
PRB10;VALEO;326.00;3;1;AVL/SE/SHM/RIO/
86832-1R000;MOBIS;131.00;9;1;SOLARIS
51251-3E250;MOBIS;2948.00;1;;SRT
83220-A5000;MOBIS;811.00;2;;I30 (12~)
84190-3C001;MOBIS;775.00;1;;MGN
83220-3K000;MOBIS;214.00;2;;NF
56500-3X200;MOBIS;7244.00;2;;ELANTRA (14~)
86832-3X000;MOBIS;136.00;6;;ELANTRA (11~)/(14~)
83220-3K010;MOBIS;196.00;1;;NF
58210-3K000;MOBIS;3457.00;2;;TUCS (~08)
56500-2S010;MOBIS;6484.00;3;;IX35 (14~)
49591-A63A0;MOBIS;7133.00;1;;I30 (12~) 1.4/1.6i
0K85G-49040;MOBIS;5281.00;1;;HD120
86832-2V000;MOBIS;154.00;1;;VELOSTER
97619-3D000_NG;CARSTATION;121.00;10;4;SNT EF/XG/STF/MGN
82210-25000;MOBIS;320.00;1;;VRN 4/5 DR
86832-2W000;MOBIS;184.00;2;;SANTA FE (13~)
86569-F1000;MOBIS;589.00;2;;SPG 15~
82210-3C000;MOBIS;489.00;1;;EF/SNT5/MGN
64100-3C100;MOBIS;697.00;1;;MGN
86561-F1000;MOBIS;1491.00;1;;SPG 15~
67111-2D000;MOBIS;4191.00;1;;XD
64100-3C600;MOBIS;1435.00;1;;MGN 2
73700-B8120;MOBIS;11865.00;1;;GRAND SANTA FE 
86361-F1000;MOBIS;861.00;2;;SPG 15~
67111-38000;MOBIS;4089.00;1;;EF
58110-2L000;MOBIS;2858.00;2;;I30/CEED
54500-1D100;MOBIS;1371.00;1;;CRN III (~08)
49508-2EF00;MOBIS;3300.00;1;;TUCS 2.0i
67111-1C000;MOBIS;3535.00;1;;GETZ
28264-2F050;MOBIS;1650.00;1;;CM 10 2.2TD/SRT NEW  (09~) 2.2d
49508-2EG50;MOBIS;3651.00;1;;TUCS 2.0TD
VKD30909;VALEO;1390.00;1;;
64100-4D010;MOBIS;2640.00;2;;CNV(07~) 2.7
67111-3K000;MOBIS;4235.00;1;;NF
54500-3F000;MOBIS;1670.00;1;;OPIRUS
77004-B8010;MOBIS;12375.00;2;;GRAND SANTA FE 
67111-2E100;MOBIS;5807.00;1;;TUCS
67111-2H000;MOBIS;5496.00;2;;ELANTRA (07~)
58110-3E500;MOBIS;6033.00;1;;SRT (06~)
25412-2B000;MOBIS;372.00;2;;STF NEW 2.2TD
86350-F1500;MOBIS;6911.00;1;;SPG 15~
51715-1Y000;MOBIS;1565.00;1;;PICANTO (12~)
0K65A-11-316E;MOBIS;433.00;1;;PRG 2.7
97311-3X000;MOBIS;259.00;2;;ELANTRA (11~)
86665-F1100;MOBIS;1545.00;2;;SPG 15~
58130-3E500;MOBIS;6033.00;1;;SRT (06~)
54500-2P000;MOBIS;1625.00;1;1;SRT NEW  (09~)
84710-1H050EQ;MOBIS;11347.00;1;;CEED (10~)
81790-4A130DS;MOBIS;497.00;2;;H-1 (02~)
86612-F1110;MOBIS;3590.00;1;;SPG 15~
86523-1J500;MOBIS;377.00;1;;i 10 (11~)
21510-2G500;MOBIS;1250.00;5;;NF 2.0/2.4
86611-F1100;MOBIS;4389.00;1;;SPG 15~
54500-1D300;MOBIS;1538.00;1;;CRN III (08~)
AZ97619-38100;AIRZONE;138.00;10;1;SNT EF/XG/STF/MGN
98610-2G500DS;MOBIS;497.00;3;;MGN III
81410-3X010;MOBIS;1073.00;1;;ELANTRA (11~)/(14~)
81420-3X010;MOBIS;1667.00;1;;ELANTRA (11~)/(14~)
81310-3X030;MOBIS;1862.00;1;;ELANTRA (11~)/(14~)
69141-3C600;MOBIS;667.00;1;;MGN 2
81320-3X020;MOBIS;1914.00;2;;ELANTRA (11~)/(14~)
87741-2E000ZW;MOBIS;1585.00;1;;TUCS (~07)
69131-2G100;MOBIS;416.00;1;;MGN III
71550-1H010;MOBIS;1030.00;1;;CEED 5DR
54500-A4000;MOBIS;4135.00;1;;CARENS (13~)
87732-2E001ZW;MOBIS;2002.00;3;;TUCS (07~)
87610-0X500;MOBIS;3540.00;2;;i 10 (11~)
87610-B8010;MOBIS;10254.00;2;;GRAND SANTA FE 
87610-3S470;MOBIS;6389.00;2;;SONATA (14~)
87610-B8003;MOBIS;6580.00;1;;GRAND SANTA FE 
69131-2G500;MOBIS;331.00;1;;MGN III (09~)
87620-0X500;MOBIS;3502.00;1;;i 10 (11~)
87620-B8004;MOBIS;6047.00;1;;GRAND SANTA FE 
51716-2K000;MOBIS;919.00;2;;SOUL
87620-3S470;MOBIS;5228.00;1;;SONATA (14~)
0K9A0-34-111A;MOBIS;373.00;2;2;CLR
28190-4A062;MOBIS;5533.00;1;;H-1 (D4CB)
28271-2F700;MOBIS;3657.00;1;;GRND SANTA FE (13~) 2,2TD
31911-38204;MOBIS;333.00;2;2;EF (02~)/MGN (02~)
83411-3X010;MOBIS;1466.00;2;;ELANTRA (11~)/(14~)
51716-1Y100;MOBIS;2178.00;1;;PICANTO (12~)
PH54500-07100;PH(POS);724.00;1;;PICANTO
83410-2W010;MOBIS;723.00;2;;SANTA FE (13~)
83410-2W020;MOBIS;1150.00;2;;SANTA FE (13~)
DN54500-2F001;DONGNAM;768.00;1;;CERATO
DN54500-1F000;DONGNAM;927.00;1;;SPG NEW
0K30B-33-021B;MOBIS;960.00;1;;
0S083-34-350B;MOBIS;837.00;1;;BST
87752-2W000CA;MOBIS;1035.00;1;;SANTA FE (13~)
83410-38021;MOBIS;1548.00;2;;
31911-09000;MOBIS;328.00;10;2;NF
54626-1M000;MOBIS;205.00;4;6;CERATO NEW 09~
83410-2E020;MOBIS;1340.00;5;;
83410-1E011;MOBIS;669.00;2;;
83410-1R010;MOBIS;847.00;4;2;
71575-1G300;MOBIS;795.00;1;;RIO 3 4DR
0K2SA-34-111;MOBIS;454.00;2;;SPC/SHM2
0K30B-34-300B;MOBIS;609.00;2;;RIO
83410-1R210;MOBIS;835.00;4;;
54501-M3000;MOBIS;1330.00;1;;JOICE
54501-FD000;MOBIS;843.00;1;;RIO 2
83410-2E035;MOBIS;1039.00;3;;TUCS
0K2NA-34-300B;MOBIS;1463.00;1;;SPC/SHM2
83410-2B000;MOBIS;1006.00;1;;STF NEW/CM 10
VKD38360;VALEO PHC;1052.00;1;;CERATO NEW 09~ 2.0/ELANTRA (11~) 1.8i
83410-2B020;MOBIS;816.00;2;;STF NEW/CM 10
82210-17000_OEM;OEM;201.00;1;;MATRIX
54501-2G101;MOBIS;2204.00;3;1;MGN III
87611-2V110;MOBIS;518.00;1;;VELOSTER
82210-2E000_OEM;OEM;256.00;1;;TUCS
DRKK25;DOOHAP;200.00;2;2;CNV(07~)
54501-1D100;MOBIS;1164.00;1;;CRN III (~08)
87611-2W080;MOBIS;994.00;3;;SANTA FE (13~)
82210-3X000_OEM;OEM;305.00;1;;ELANTRA (11~)
83451-1C010;MOBIS;460.00;2;;GETZ 5DR
82210-3K010_OEM;OEM;206.00;1;;NF
83417-2D010;MOBIS;429.00;1;;XD 4DR
87611-2B520;MOBIS;1534.00;1;;CM 10
54501-3F000;MOBIS;2599.00;1;;OPIRUS
0K2A2-32-240;MOBIS;344.00;2;2;SE2/SHM/SPC
0K045-28-011A;MOBIS;1014.00;2;;SPG/SPG GRAND
54501-1M100;MOBIS;1300.00;2;;CERATO NEW 09~
82220-2E000_OEM;OEM;209.00;1;;TUCS
83417-3K000;MOBIS;407.00;1;;NF
82220-2S000_OEM;OEM;417.00;1;;IX35
87621-2H200;MOBIS;330.00;3;;ELNT (07~)
83417-2B020;MOBIS;782.00;1;;STF NEW/CM 10
87621-4L000;MOBIS;301.00;1;2;SOLARIS
37150-17100;MOBIS;123.00;1;;MATRIX
HC97113-2Y000;HALLA(HANON);990.00;1;;IX35
57510-26201_RA;R&A;1238.00;1;;STF 2,0/2.4
83417-1J000;MOBIS;625.00;1;;i 20
HC97113-3X000;HALLA(HANON);1083.00;1;;I30 (12~)
83545-2D000;MOBIS;161.00;1;;XD 4DR
51716-2F110;MOBIS;1112.00;1;;CERATO 1.6i & 2.0i
83421-34020;MOBIS;638.00;2;;SNT2,3
51716-2G101;MOBIS;1937.00;2;;MGN III/CRN III (~07)
24810-2X700_DJ;DAEJIN;214.00;1;1;SE 1.5 DOHC/SE 1.8/SHM 1.5 DOHC/SHM 1.8/CLR 1.8
0K247-12-425;MOBIS;174.00;1;;CLR 1.8
83421-17000;MOBIS;909.00;1;;MATRIX
83210-3D000;MOBIS;267.00;2;;SNT5
51712-0X500_KGC;KGC;428.00;2;2;i 10
66321-2V010;MOBIS;3491.00;1;;VELOSTER
CQKK36L;CTR;537.00;1;1;CNV(07~)
83210-2D000;MOBIS;264.00;1;;XD 4DR
37150-2B000;MOBIS;361.00;3;;STF NEW
66320-2W000;MOBIS;4329.00;3;;SANTA FE (13~)
84188-3K000;MOBIS;207.00;3;;
83210-2E000;MOBIS;338.00;3;;TUCS
87621-0X000;MOBIS;207.00;1;;i 10
66321-1J550;MOBIS;1658.00;1;;i20NEW (12~)
54661-2S300;MOBIS;1858.00;3;1;IX35
83210-17001;MOBIS;288.00;1;;MATRIX
66321-2E120;MOBIS;2581.00;1;;TUCS
83210-2B000;MOBIS;291.00;2;;STF NEW
87621-1J100;MOBIS;329.00;1;;i 20
37150-3V000;MOBIS;545.00;1;;
HR506242;MOBIS;1700.00;1;;GAL
66321-25350;MOBIS;1807.00;1;;VRN 4 DR
66321-4A530;MOBIS;2104.00;1;;H-1 (00~)
CBKK14;CTR;353.00;8;9;SRT
57100-2G120;MOBIS;3838.00;2;;MGN III 2.7i
R302730630;DOOWON;2449.00;1;;CERATO 1.6i & 2.0i
69100-3C100;MOBIS;1135.00;1;;MGN
69100-3C101;MOBIS;1364.00;2;;MGN 2
69100-2F010;MOBIS;1553.00;2;;CERATO 4DR
97731-38000;MOBIS;344.00;2;;XG/EF
K0BB1-49-990_REB;DAEHANSA;878.00;1;1;SPC/SHM2
97737-25000;MOBIS;263.00;1;;VRN/XD/COUPE  01~
87620-2T240;MOBIS;3998.00;1;;OPTIMA 11
0K9A3-32-600E_REB;REBUILT;911.00;2;;CLR 2,0(w/AC)
98811-3J000;MOBIS;311.00;1;;VERACRUZ/IX55 (09~)
97737-29000;MOBIS;221.00;1;;AVT
0K011-34-510B;MOBIS;359.00;10;;SPG
0K2A2-32-600D_REB;REBUILT;890.00;1;;SE2/SHM
0K72A-32-600B_REB;REBUILT;896.00;1;;PRG
54625-1W000;MOBIS;50.00;10;3;SOLARIS/RIO NEW (12~)
69100-2G100;MOBIS;1390.00;2;;MGN III
1K2N1-32-600_REB;REBUILT;849.00;2;1;SPC/SHM2
25429-4A000_HNH;HNH (CH);508.00;1;;H-1 (STAREX)
98811-A5000;MOBIS;286.00;1;;I30 (12~)
69100-2G500;MOBIS;1197.00;1;;MGN III (09~)
87621-3J110;MOBIS;1016.00;1;;VERACRUZ/CM 10
98310-29000;MOBIS;194.00;1;;AVT
25231-1C050;MOBIS;330.00;1;;GETZ
57100-07000_REB;REBUILT;793.00;2;;PICANTO
57100-2F000_REB;REBUILT;938.00;5;;CERATO 1.6i
98310-34001;MOBIS;159.00;1;;SNT2,3
59830-A6300;MOBIS;1128.00;1;;ELNT 11-/  I30  12-
28111-2K700;MOBIS;238.00;1;;SOUL (12~) 1.6d
25261-42910;MOBIS;366.00;3;;H-1 2.5TD/SRT 2.5TD (D4CB)
28112-1D300;MOBIS;146.00;3;;CRN III 2.0TD
97133-2B005;MOBIS;312.00;10;3;CM 10
97133-3SAA0;MOBIS;334.00;10;3;SONATA YF/OPTIMA 11/SANTA FE (13~)
55280-2S850DS;MOBIS;2746.00;1;;SPG (SLOV) 10~ 4WD/IX35
25261-41310;MOBIS;805.00;1;;HD65/72
25231-07000;MOBIS;513.00;1;;MATRIX 1.5TD
25231-2H000;MOBIS;546.00;2;1;ELNT (07~) 1.6i/CEED 1.4/1.6/2.0
25100-37202_HSC;HSC;1026.00;1;;STF 2.7/EF 2.5/2.7
87620-1Y970;MOBIS;4665.00;1;;PICANTO (12~) 5DR
77003-2L010;MOBIS;4913.00;1;;I30 5DR
77003-2L210;MOBIS;6250.00;1;;I30 WGN
25231-2E000;MOBIS;307.00;3;;TUCS 2.0i
87606-1M025;MOBIS;4126.00;1;;CERATO NEW 11~ 2DR
77003-3L020;MOBIS;7834.00;1;;GRANDEUR
92301-29051;MOBIS;398.00;1;;AVT -98
87620-A7060;MOBIS;4994.00;1;;K3
77003-0X050;MOBIS;4784.00;2;;i 10
77003-10020;MOBIS;4494.00;1;1;MATRIX (09~)
HR119100;MOBIS;629.00;2;;MOHAVE 3.0D
87620-2T740;MOBIS;4850.00;1;;OPTIMA (14~)
77003-2Y011;MOBIS;8305.00;1;;IX35
87605-3E210XX;MOBIS;2517.00;1;;SRT
87620-2G102;MOBIS;1799.00;1;;MGN III
87620-1D720;MOBIS;1832.00;1;;CRN III (08~)
86511-F1040;MOBIS;4280.00;2;;SPG 15~
87620-3U230;MOBIS;6679.00;1;;SPG (SLOV) 10~
77003-2E020;MOBIS;2569.00;1;;TUCS
0K2FA-34-350;MOBIS;1564.00;1;;CRN 2
87620-A7230;MOBIS;6073.00;1;;K3
54510-3E001;MOBIS;1786.00;1;;SRT (~04)
92302-22210;MOBIS;442.00;1;;ACT 3 DR -97
54500-2G101;MOBIS;2224.00;3;1;MGN III
54510-3E003;MOBIS;1850.00;1;;SRT (04~)
55117-1G200;MOBIS;32.00;2;1;VRN NEW/RIO 3
77003-2W010;MOBIS;13532.00;1;1;SANTA FE (13~)
51716-1G100;MOBIS;1289.00;1;;
92302-4A510;MOBIS;809.00;1;;H-1 (00~)
87605-3E230XX;MOBIS;3770.00;1;;SRT
0K019-69-120FXX;MOBIS;1399.00;1;;SPG
KK1Y0-11-SFX_KFM;KFM;224.00;1;;SE 1.5/AVL 1.5/SE2 1.5 DOHC/SHM 1.5 DOHC
0K203-69-120;MOBIS;1091.00;1;;SE1
83410-2D011;MOBIS;709.00;2;;XD 4DR
SH54540-FD000;SHIN HWA;76.00;10;2;RIO 2
0K72B-69-110D;MOBIS;1193.00;2;;PRG
83411-26000;MOBIS;794.00;2;;STF
24361-4A020;MOBIS;1166.00;10;5;SRT 2.5TD (D4CB)/H-1 (D4CB)(02~)
92302-3A510;MOBIS;890.00;1;;TRAJET (04~)
0K34B-69-120XX;MOBIS;962.00;1;;RIO
77003-17000;MOBIS;3809.00;1;;
24351-4A020;MOBIS;973.00;4;2;SRT 2.5TD (D4CB)/H-1 (D4CB)(02~)
83410-3A010;MOBIS;1508.00;1;;TRAJET
0K011-41-990A;MOBIS;947.00;2;;SPG ~98
25380-22000_NG;NG;1013.00;1;;ACT
0K9A4-69-120CXX;MOBIS;1500.00;1;;CLR1
83411-3K000;MOBIS;885.00;3;;NF
86692-1J000;MOBIS;132.00;1;;i 20
98620-2C500;MOBIS;183.00;2;;COUPE  01~
83411-2L210;MOBIS;1021.00;1;;I30 WGN
41610-M2001;MOBIS;1041.00;1;;JOICE (~01)
83411-3L010;MOBIS;977.00;1;1;GRANDEUR
83411-0X000;MOBIS;914.00;2;;i 10
86821-1F010;MOBIS;393.00;2;;SPG NEW
83411-1J000;MOBIS;705.00;2;;i 20
23040-23300_KPR;KPR;956.00;2;1;TUCS 2.0i (07~)/SPG NEW 2.0i (07~)/CEED 2.0i
81771-2S000DS;MOBIS;305.00;10;;IX35
41610-2F100;MOBIS;834.00;1;;CERATO 1.6i & 2.0i
83411-2S010;MOBIS;1102.00;2;;IX35
21350-25001;MOBIS;1316.00;1;;NF 2.0i/MGN III 2.0i/CRN III 2.0i
62405-2L120;MOBIS;12232.00;2;;I30 1.6/2.0D
CEKH48L;CTR;311.00;1;1;ELANTRA (11~)/V
86821-1F510;MOBIS;197.00;2;;SPG NEW (08~)
0K95A-69-220;MOBIS;353.00;1;;SE2/SHM/RIO
83410-3S000;MOBIS;1439.00;3;;SONATA YF
55120-3K000_DS;DS;909.00;2;;NF/GRANDEUR
41605-2G100;MOBIS;1062.00;2;;MGN III 2.0i
87742-2E000;MOBIS;824.00;2;;TUCS (~07)
23040-26002_YPR;YPR;1016.00;1;;GETZ (06~) 1.4/VRN NEW 1.4/RIO 3 1.4
23040-38110_YPR;YPR;1625.00;1;;SNT2,3 DOHC/EF 2.0
41605-2P200;MOBIS;1380.00;1;;SRT NEW  (09~) 2.4i
92302-5H005;MOBIS;609.00;4;;HD65/72
92302-56001;MOBIS;556.00;2;;HD65/72 (07~)
SH55215-22000;SHIN HWA;51.00;10;4;ACT
54500-2C602AS;MOBIS;1726.00;1;;COUPE  05~
92101-F1110;MOBIS;32295.00;1;;SPG 15~
92302-22000;MOBIS;505.00;1;;
23040-42850_KPR;KPR;1699.00;1;;H-1 (D4BF)
83410-1F010;MOBIS;1432.00;2;;SPG NEW
92102-F1110;MOBIS;22956.00;1;;SPG 15~
92101-F1010;MOBIS;10917.00;1;;SPG 15~
87621-4A110;MOBIS;1374.00;1;;H-1 (STAREX)
28190-4A101;MOBIS;5485.00;1;;SRT 2.5TD (D4CB) (~03)
92102-F1010;MOBIS;10917.00;1;;SPG 15~
28270-2A120;MOBIS;7766.00;1;;CRT (06~) 1.6TD
86822-FD000;MOBIS;112.00;1;;RIO 2 4DR
77004-1C020;MOBIS;3058.00;1;;GETZ 5DR
92302-4A000;MOBIS;407.00;1;;
77004-3A020;MOBIS;2224.00;2;;TRAJET
86822-1G200;MOBIS;76.00;1;;RIO 3 5DR
0K240-52-310;MOBIS;2836.00;1;;SE1
77004-2D021;MOBIS;5362.00;1;;XD 4DR
77004-2D221;MOBIS;4084.00;1;;XD 5DR
86822-2G000;MOBIS;159.00;6;;MGN III
86822-1D001;MOBIS;521.00;1;;CRN III
77004-2E050;MOBIS;4170.00;3;;TUCS
83220-2E000_OEM;OEM;245.00;1;;TUCS
77004-26110;MOBIS;5346.00;1;;STF
77004-3K010;MOBIS;4726.00;2;;NF
77004-17020;MOBIS;2846.00;3;;MATRIX
77004-2B030;MOBIS;4146.00;2;;STF NEW
KUJ011;KOJIN;355.00;1;2;PRG/BST 2.7/SRT
58510-2G210;MOBIS;2301.00;1;;MGN III 2.0i
77004-1J000;MOBIS;5011.00;1;;i 20
86524-1J500;MOBIS;454.00;2;;i20NEW (12~)
77004-2H010;MOBIS;6947.00;2;;ELANTRA (07~)
86822-1M300;MOBIS;129.00;2;;CERATO NEW 09~ 2DR
77004-2L010;MOBIS;5948.00;1;;I30 5DR
86586-2Y000;MOBIS;285.00;4;;IX35
77004-2L210;MOBIS;6672.00;2;;I30 WGN
77004-3L020;MOBIS;5602.00;2;;GRANDEUR
86840-2P000;MOBIS;556.00;1;;SRT NEW  (09~)
86586-2S300;MOBIS;211.00;2;1;IX35
25212-2F300_DON;DONGIL;331.00;5;3;STF (13~) 2.2td
77004-3J010;MOBIS;8421.00;2;;VERACRUZ/IX55 (09~)
77004-0X050;MOBIS;4803.00;2;;i 10
86822-1G800;MOBIS;250.00;1;;RIO 3 5DR (10~)
77004-10020;MOBIS;5698.00;1;;MATRIX (09~)
51760-2G000;MOBIS;460.00;8;;MGN III/CRN III/I30/CRT NEW 09~
77004-2Y011;MOBIS;6533.00;2;;IX35
77004-3S000;MOBIS;6950.00;2;;SONATA YF
23060-3C232;MOBIS;180.00;6;;VERACRUZ 3.8i/SRT 3.3
54530-2K000;MOBIS;320.00;10;;SOUL/PICANTO (12~)
86528-3X700;MOBIS;230.00;5;;ELANTRA (14~)
57100-07000;MOBIS;4139.00;1;;PICANTO
54530-2T010;MOBIS;463.00;10;;OPTIMA 11
86582-2S300;MOBIS;933.00;3;;IX35
24110-42201;MOBIS;1938.00;1;;H-100 2,5D/H-1 2.5TD
86822-1H500;MOBIS;354.00;1;;CEED 5DR (10~)
86822-07500;MOBIS;112.00;1;;PICANTO (08~)
0K2A1-22-540_DS;DS;102.00;5;;SE2 1.5/SHM 1.5
24100-27000;MOBIS;1699.00;2;;STF 2.0 TD
0K012-22-540_DS;DS;117.00;4;;SPG
24100-27402;MOBIS;2915.00;1;;STF NEW 2.2TD
49501-26311;MOBIS;6909.00;1;;STF 2.4
86150-47000;MOBIS;206.00;1;;H-1 (99~)
55220-2H100;MOBIS;66.00;10;8;ELANTRA (09~)/CEED
86822-2T200;MOBIS;1668.00;1;;OPTIMA 11
86150-25001;MOBIS;125.00;2;;VRN
54530-4AA00;MOBIS;542.00;2;4;H-1 (STAREX)
54640-3R000;MOBIS;173.00;10;8;SONATA YF/OPTIMA 11/IX35 (14~)(2WD)
86822-2K500;MOBIS;393.00;3;;SOUL (12~)
51760-3K000;MOBIS;445.00;6;> 10;NF/GRANDEUR
49501-2D013;MOBIS;4556.00;1;;XD 1.6 (05~)
49500-1E011;MOBIS;4364.00;3;;VRN NEW 1.4/1.6
86840-2P700;MOBIS;640.00;1;;SRT NEW  (13~)
24110-42501;MOBIS;1801.00;1;;H-1(D4BF)
49500-1C252;MOBIS;3753.00;1;;GETZ (06~) 1.4/1.6
86822-2T301;MOBIS;723.00;1;;OPTIMA 11
86160-47000;MOBIS;316.00;1;;H-1 (99~)
49501-26411;MOBIS;6182.00;1;;STF 2.0 TD
86822-2T500;MOBIS;1939.00;1;;OPTIMA (14~)
BKH16;SAM YEONG;345.00;1;4;H-1 (2WD)
0K2A2-32-110C_REB;REBUILT;2287.00;1;;SE2/SHM
49595-1D500;MOBIS;313.00;1;;CRN III 2.0TD
49500-3X200;MOBIS;8974.00;1;;ELANTRA (11~) 1.8i
49501-2D413;MOBIS;5585.00;1;;XD 2.0 (05~)
86351-38030;MOBIS;1414.00;2;;EF
86351-34510;MOBIS;1122.00;2;;SNT3 GLS
54500-07350;MOBIS;984.00;1;;PICANTO (08~)
86560-1A000;MOBIS;905.00;1;;VRN  02~
23510-42010;MOBIS;1298.00;4;1;H-100 2,5D
86350-A2610;MOBIS;2881.00;2;;CEED 16~
98820-1C000;MOBIS;121.00;10;4;GETZ
86560-A2600;MOBIS;931.00;2;;CEED 16~
92401-3C110;MOBIS;1530.00;1;;MGN 2
86520-A2600;MOBIS;1063.00;2;;CEED 16~
23510-27300;MOBIS;1986.00;4;3;TUCS 2.0TD/STF NEW 2.2TD
98820-2B000;MOBIS;214.00;2;1;STF NEW
49595-2F300;MOBIS;199.00;1;;CERATO 2.0i
0K2JB-51-160A;MOBIS;1688.00;2;;CRN 2
49595-1G190;MOBIS;422.00;1;;RIO 3 1.4/1.6
54580-3E001;MOBIS;214.00;4;;SRT (~04)
92401-3W010;MOBIS;2415.00;1;;SPG (SLOV) 10~
23510-23700;MOBIS;1092.00;4;1;TUCS 2.0i/SPG NEW 2.0i/CEED 2.0i
49506-2PA60;MOBIS;547.00;1;;SRT NEW  (09~) 2.4i
92401-1M320;MOBIS;2627.00;1;;CERATO NEW 09~ 2DR
98850-1R000;MOBIS;144.00;8;4;SOLARIS 5DR/CRETA
54580-3E200;MOBIS;234.00;10;3;SRT (06~)
92401-2P020;MOBIS;3051.00;2;;SRT NEW  (09~)
98850-2W000;MOBIS;166.00;2;1;SANTA FE (13~)
92401-2P120;MOBIS;4932.00;3;;SRT NEW  (09~)
98850-A5000;MOBIS;195.00;3;;I30 (12~)
92401-2J011;MOBIS;2488.00;1;;MOHAVE
49501-2L110;MOBIS;5656.00;1;;I30 2.0i
55513-2Y001;MOBIS;88.00;10;6;IX 35 (4WD)
92401-1M520;MOBIS;5822.00;1;;CERATO NEW 11~ 2DR
49500-3S200;MOBIS;5953.00;1;;YF
54580-3E100;MOBIS;235.00;10;4;SRT (06~)
49500-2V100;MOBIS;7990.00;1;;VELOSTER
49500-3S201;MOBIS;7518.00;2;;YF
51716-2F310;MOBIS;1087.00;2;;CERATO 1.6TD
49500-3S000;MOBIS;7228.00;1;;YF
0K9A6-34-46X;MOBIS;456.00;2;;CLR
25380-1P050;MOBIS;4633.00;1;;VENGA 1.4/1.6i
55310-4A100;MOBIS;877.00;2;;H-1 (2WD)
51716-2R000;MOBIS;3848.00;1;;CEED (10~)/I30 (CZECH)
49500-2V000;MOBIS;7990.00;1;;VELOSTER
51716-1Y000;MOBIS;1087.00;1;;PICANTO (12~)
0K30D-33-021C;MOBIS;1016.00;1;;
92401-2P640;MOBIS;7488.00;1;;SRT NEW  (13~)
92401-A7010;MOBIS;3020.00;2;;K3
92401-A7310;MOBIS;7634.00;2;;K3
25380-1M020;MOBIS;2288.00;1;;
92401-A4120;MOBIS;8317.00;1;;CARENS (13~)
49595-2F000;MOBIS;299.00;1;;CERATO 1.6i & 2.0i
86822-1F000;MOBIS;311.00;2;;SPG NEW
86110-2G410;MOBIS;3650.00;2;;MGN III (09~)
49500-1E011_REB;REBUILT;2242.00;2;;VRN NEW 1.4/1.6
F300431010;DOOWON;1585.00;1;;CRT (06~) 1.6TD
0K2A1-15-200_SMG;SAMSUNG;1348.00;1;1;SE2/SHM/SPC 1.6
86822-1F010;MOBIS;414.00;1;;SPG NEW
25380-4D600_DCC;DOOWON;1870.00;1;;CNV(07~) 2.7
26320-27000_NC;NEOCAR;99.00;10;;STF 2,0d/TUCS 2.0TD
49595-1H110;MOBIS;625.00;1;;CEED 2.0i
86822-3E010;MOBIS;281.00;10;;SRT
F300431450;DOOWON;2674.00;1;;SRT NEW  (09~) 2.4i
86822-1F510;MOBIS;631.00;2;;SPG NEW (08~)
92410-A7310;MOBIS;6376.00;1;;K3
F300430500;DOOWON;1056.00;1;;CERATO 1.6i & 2.0i
